fecha,temperatura_media,precipitacion_total,velocidad_viento
09/09/2010,21,13,7.4
10/09/2010,23,4,2
11/09/2010,20,4,6.3
12/09/2010,20,12,7.4
13/09/2010,22,12,8.1
14/09/2010,21,10,6.3
15/09/2010,20,12,2.4
16/09/2010,22,9,3.7
17/09/2010,23,7,6.9
18/09/2010,20,14,5
19/09/2010,20,0,5.6
20/09/2010,21,12,5.4
21/09/2010,18,4,0
22/09/2010,21,2,4.8
23/09/2010,21,13,3.9
24/09/2010,20,2,8.1
25/09/2010,19,0,6.1
26/09/2010,18,2,7.2
27/09/2010,19,12,7.6
28/09/2010,19,0,3.3
29/09/2010,19,1,7.8
30/09/2010,19,8,6.7
01/10/2010,19,8,7.6
02/10/2010,18,13,5.2
03/10/2010,17,0,9.1
04/10/2010,18,7,5.9
05/10/2010,17,13,4.6
06/10/2010,18,6,5.4
07/10/2010,18,9,7.2
08/10/2010,18,3,5.2
09/10/2010,17,7,4.8
10/10/2010,16,12,4.8
11/10/2010,20,4,6.1
12/10/2010,20,8,4.1
13/10/2010,19,8,10.4
14/10/2010,18,3,6.3
15/10/2010,17,15,5.7
16/10/2010,18,3,3.3
17/10/2010,17,5,7.2
18/10/2010,18,13,9.8
19/10/2010,18,13,10
20/10/2010,18,12,8.3
21/10/2010,18,15,13.5
22/10/2010,18,7,11.3
23/10/2010,16,10,15.6
24/10/2010,15,9,6.3
25/10/2010,19,12,10.4
26/10/2010,18,8,5.4
27/10/2010,19,7,3
28/10/2010,19,8,7.8
29/10/2010,18,7,8
30/10/2010,16,6,3.1
31/10/2010,16,6,5.2
01/11/2010,19,13,4.3
02/11/2010,18,4,10.4
03/11/2010,14,0,12.6
04/11/2010,13,11,16.1
05/11/2010,10,7,5.7
06/11/2010,13,8,3.9
07/11/2010,12,3,4.3
08/11/2010,14,13,2
09/11/2010,16,2,8.9
10/11/2010,15,8,6.7
11/11/2010,16,14,9.3
12/11/2010,15,4,3.7
13/11/2010,13,3,6.1
14/11/2010,16,3,17.2
15/11/2010,17,14,23.5
16/11/2010,12,0,8.7
17/11/2010,13,11,6.3
18/11/2010,13,1,5.9
19/11/2010,15,6,8
20/11/2010,16,1,12.4
21/11/2010,16,9,12.6
22/11/2010,19,15,16.5
23/11/2010,17,15,7.2
24/11/2010,18,11,11.5
25/11/2010,17,14,17
26/11/2010,14,2,7.2
27/11/2010,11,15,5.6
28/11/2010,15,5,20.7
29/11/2010,17,11,22
30/11/2010,12,12,11.5
01/12/2010,9,7,1.3
02/12/2010,13,9,1.5
03/12/2010,14,2,3.1
04/12/2010,12,1,0.6
05/12/2010,12,8,3.7
06/12/2010,14,0,4.1
07/12/2010,14,4,1.3
08/12/2010,14,14,6.1
09/12/2010,10,13,6.1
10/12/2010,10,14,1.1
11/12/2010,11,4,1.9
12/12/2010,12,3,2.4
13/12/2010,13,3,1.5
14/12/2010,14,9,1.7
15/12/2010,14,12,8
16/12/2010,14,13,14.1
17/12/2010,12,4,12.6
18/12/2010,10,4,3.9
19/12/2010,13,5,4.3
20/12/2010,14,12,5.6
21/12/2010,15,15,6.7
22/12/2010,15,7,4.4
23/12/2010,15,13,9.1
24/12/2010,12,14,4.8
25/12/2010,11,14,7.2
26/12/2010,9,1,5.6
27/12/2010,12,14,14.8
28/12/2010,10,0,11.3
29/12/2010,11,10,15.6
30/12/2010,11,0,22.4
31/12/2010,12,14,19.8
01/01/2011,12,9,11.7
02/01/2011,11,0,10.9
03/01/2011,13,9,18.3
04/01/2011,14,1,12
05/01/2011,15,12,7.8
06/01/2011,16,0,5.2
07/01/2011,13,2,7
08/01/2011,14,0,21.1
09/01/2011,13,3,13.3
10/01/2011,12,4,6.1
11/01/2011,13,12,3
12/01/2011,12,4,4.1
13/01/2011,13,5,4.6
14/01/2011,13,9,7.8
15/01/2011,11,4,10.6
16/01/2011,9,13,1.3
17/01/2011,13,12,1.9
18/01/2011,15,5,1.7
19/01/2011,15,8,10.9
20/01/2011,15,6,9.1
21/01/2011,16,4,7.6
22/01/2011,11,13,6.7
23/01/2011,12,3,12.6
24/01/2011,14,15,12
25/01/2011,13,5,3.5
26/01/2011,12,14,10.9
27/01/2011,13,2,10.2
28/01/2011,11,12,3.7
29/01/2011,12,15,15.6
30/01/2011,13,6,9.8
31/01/2011,12,1,17.4
01/02/2011,13,6,20.7
02/02/2011,13,11,22.6
03/02/2011,13,1,35.6
04/02/2011,7,9,22
05/02/2011,6,6,6.1
06/02/2011,12,12,11.7
07/02/2011,12,7,4.4
08/02/2011,16,1,19.1
09/02/2011,17,15,23.5
10/02/2011,19,0,18.9
11/02/2011,16,2,20
12/02/2011,12,4,8.7
13/02/2011,11,7,3.5
14/02/2011,16,10,1.5
15/02/2011,17,1,3.9
16/02/2011,20,13,4.3
17/02/2011,20,6,13
18/02/2011,18,4,7.8
19/02/2011,17,10,7
20/02/2011,18,12,15.9
21/02/2011,18,13,18.3
22/02/2011,20,15,20.2
23/02/2011,19,9,23.5
24/02/2011,19,3,20.2
25/02/2011,17,2,10.7
26/02/2011,15,14,18.7
27/02/2011,18,9,25.6
28/02/2011,20,6,8.1
01/03/2011,8,2,6.3
02/03/2011,22,1,7.4
03/03/2011,21,14,5.7
04/03/2011,21,13,14.3
05/03/2011,17,4,11.3
06/03/2011,15,7,8
07/03/2011,20,7,24.3
08/03/2011,20,12,22.2
09/03/2011,18,14,10.6
10/03/2011,17,13,7.6
11/03/2011,18,14,7.2
12/03/2011,18,11,11.1
13/03/2011,19,11,20.9
14/03/2011,17,13,8.5
15/03/2011,19,4,5.6
16/03/2011,20,8,7.4
17/03/2011,19,1,6.5
18/03/2011,21,11,5.4
19/03/2011,20,1,10.9
20/03/2011,22,13,13.7
21/03/2011,24,2,5.7
22/03/2011,23,13,11.3
23/03/2011,21,0,7.8
24/03/2011,22,12,7
25/03/2011,23,4,12.8
26/03/2011,21,4,15
27/03/2011,20,5,12.6
28/03/2011,20,7,12.6
29/03/2011,22,5,18.1
30/03/2011,21,15,15
31/03/2011,19,8,6.1
01/04/2011,21,9,3.9
02/04/2011,19,0,10
03/04/2011,21,8,9.6
04/04/2011,21,14,7.6
05/04/2011,22,11,4.8
06/04/2011,23,1,23.7
07/04/2011,22,7,23.3
08/04/2011,21,14,18.3
09/04/2011,21,1,21.1
10/04/2011,21,14,22.8
11/04/2011,22,13,9.4
12/04/2011,22,7,12.4
13/04/2011,23,0,11.7
14/04/2011,25,11,12.8
15/04/2011,22,0,6.7
16/04/2011,21,7,13.3
17/04/2011,21,1,19.6
18/04/2011,23,7,17
19/04/2011,22,2,16.1
20/04/2011,22,8,8.1
21/04/2011,23,12,9.1
22/04/2011,22,13,11.5
23/04/2011,22,4,10.7
24/04/2011,22,15,20.4
25/04/2011,24,0,18.5
26/04/2011,25,15,18.5
27/04/2011,24,8,11.3
28/04/2011,24,3,5.7
29/04/2011,25,15,14.3
30/04/2011,25,13,22.2
01/05/2011,23,3,14.3
02/05/2011,23,2,9.8
03/05/2011,17,15,11.3
04/05/2011,21,10,6.1
05/05/2011,20,3,8.1
06/05/2011,22,5,4.3
07/05/2011,23,0,5.7
08/05/2011,24,6,7.4
09/05/2011,26,15,10.9
10/05/2011,26,14,17.6
11/05/2011,24,4,21.5
12/05/2011,24,2,13.9
13/05/2011,23,13,5
14/05/2011,21,2,4.8
15/05/2011,25,3,10.6
16/05/2011,25,3,9.4
17/05/2011,26,7,14.1
18/05/2011,27,14,22.6
19/05/2011,24,1,25
20/05/2011,24,0,21.3
21/05/2011,22,14,8.9
22/05/2011,19,9,13.9
23/05/2011,25,12,8.1
24/05/2011,26,5,7.2
25/05/2011,26,12,5.7
26/05/2011,26,2,4.3
27/05/2011,26,15,11.3
28/05/2011,24,7,9.8
29/05/2011,25,15,15.2
30/05/2011,28,13,5
31/05/2011,28,5,12.4
01/06/2011,26,3,11.5
02/06/2011,26,2,3.9
03/06/2011,26,1,10.9
04/06/2011,23,9,10.2
05/06/2011,23,11,9.6
06/06/2011,25,5,12.6
07/06/2011,29,13,14.3
08/06/2011,26,14,10.6
09/06/2011,28,14,5.9
10/06/2011,27,14,9.1
11/06/2011,25,6,10.2
12/06/2011,25,15,9.1
13/06/2011,27,0,14.1
14/06/2011,26,7,9.8
15/06/2011,27,5,9.3
16/06/2011,27,5,5.4
17/06/2011,27,2,9.6
18/06/2011,26,6,9.6
19/06/2011,26,2,5.9
20/06/2011,28,9,7.6
21/06/2011,27,1,12.2
22/06/2011,23,11,9.6
23/06/2011,24,11,6.1
24/06/2011,26,3,8
25/06/2011,25,4,6.5
26/06/2011,25,10,10
27/06/2011,27,13,12.2
28/06/2011,26,12,11.1
29/06/2011,27,4,17.2
30/06/2011,26,5,16.1
01/07/2011,2,7,15.6
02/07/2011,20,13,14.8
03/07/2011,19,2,12.8
04/07/2011,21,11,2.6
05/07/2011,20,6,6.7
06/07/2011,20,15,4.3
07/07/2011,22,10,7.8
08/07/2011,24,15,8
09/07/2011,25,11,17.2
10/07/2011,19,11,9.4
11/07/2011,22,10,7
12/07/2011,24,7,11.3
13/07/2011,21,0,8.3
14/07/2011,21,1,7.4
15/07/2011,22,5,7.6
16/07/2011,24,11,11.9
17/07/2011,23,11,17.2
18/07/2011,24,2,14.8
19/07/2011,23,13,3.9
20/07/2011,22,3,8
21/07/2011,22,10,15.6
22/07/2011,21,2,10.4
23/07/2011,23,4,6.1
24/07/2011,21,8,7
25/07/2011,24,1,9.4
26/07/2011,24,3,8.1
27/07/2011,21,2,7
28/07/2011,21,11,8
29/07/2011,22,6,7.8
30/07/2011,24,9,10.9
31/07/2011,25,3,14.1
01/08/2011,25,14,10.7
02/08/2011,26,12,13.1
03/08/2011,24,12,9.6
04/08/2011,21,6,6.7
05/08/2011,20,9,6.7
06/08/2011,21,9,6.9
07/08/2011,23,3,11.5
08/08/2011,21,6,8.9
09/08/2011,20,11,11.7
10/08/2011,20,0,12.8
11/08/2011,22,0,11.1
12/08/2011,22,2,8.7
13/08/2011,22,8,12
14/08/2011,22,5,5.9
15/08/2011,22,7,5.9
16/08/2011,23,10,9.4
17/08/2011,24,0,10.2
18/08/2011,23,8,6.1
19/08/2011,23,14,7.4
20/08/2011,25,0,9.4
21/08/2011,23,8,11.1
22/08/2011,22,11,10
23/08/2011,22,7,8.9
24/08/2011,24,3,9.3
25/08/2011,25,11,11.7
26/08/2011,22,14,13.9
27/08/2011,19,0,5.9
28/08/2011,21,8,7
29/08/2011,22,6,11.7
30/08/2011,22,14,12
31/08/2011,22,3,8.3
01/09/2011,21,4,6.9
02/09/2011,21,8,5.4
03/09/2011,19,3,6.7
04/09/2011,20,4,8.5
05/09/2011,21,5,12.4
06/09/2011,22,6,12
07/09/2011,20,12,10.9
08/09/2011,20,5,9.8
09/09/2011,19,3,11.1
10/09/2011,19,8,6.1
11/09/2011,20,15,12.2
12/09/2011,22,7,10.9
13/09/2011,22,14,6.5
14/09/2011,23,4,8.9
15/09/2011,21,1,8.7
16/09/2011,21,1,7.4
17/09/2011,18,7,8.7
18/09/2011,19,5,4.3
19/09/2011,21,13,12.8
20/09/2011,21,6,9.4
21/09/2011,21,14,8.7
22/09/2011,20,13,8.7
23/09/2011,20,4,8.9
24/09/2011,20,4,6.9
25/09/2011,17,8,3.9
26/09/2011,21,10,6.5
27/09/2011,23,0,6.1
28/09/2011,20,10,9.8
29/09/2011,21,12,7
30/09/2011,20,6,9.3
01/10/2011,19,2,6.3
02/10/2011,18,9,8.1
03/10/2011,19,4,8
04/10/2011,20,15,6.1
05/10/2011,21,11,6.9
06/10/2011,22,5,10.6
07/10/2011,22,10,14.3
08/10/2011,20,0,9.6
09/10/2011,18,7,6.9
10/10/2011,19,14,6.9
11/10/2011,17,6,8.9
12/10/2011,18,10,5
13/10/2011,19,4,9.3
14/10/2011,19,11,6.9
15/10/2011,18,4,9.4
16/10/2011,17,10,6.7
17/10/2011,19,15,4.6
18/10/2011,18,13,11.1
19/10/2011,16,4,7.6
20/10/2011,17,1,4.1
21/10/2011,19,8,4.8
22/10/2011,17,13,8.5
23/10/2011,17,7,5.6
24/10/2011,19,15,8.1
25/10/2011,17,3,3.9
26/10/2011,18,14,4.6
27/10/2011,19,12,6.5
28/10/2011,18,12,7
29/10/2011,16,6,7
30/10/2011,19,7,5.6
31/10/2011,19,9,5.9
01/11/2011,19,14,3.9
02/11/2011,19,1,4.6
03/11/2011,19,8,6.1
04/11/2011,19,0,12
05/11/2011,18,10,17.8
06/11/2011,17,2,14.6
07/11/2011,18,15,19.1
08/11/2011,18,7,12
09/11/2011,15,11,5.4
10/11/2011,11,4,12
11/11/2011,12,7,7.6
12/11/2011,14,7,13.5
13/11/2011,15,13,17
14/11/2011,16,3,25.9
15/11/2011,17,12,14.8
16/11/2011,16,0,8
17/11/2011,15,14,5.2
18/11/2011,16,10,13.5
19/11/2011,15,14,16.5
20/11/2011,16,7,15
21/11/2011,19,14,16.3
22/11/2011,17,15,7
23/11/2011,16,7,5.4
24/11/2011,16,8,6.3
25/11/2011,18,8,17.6
26/11/2011,15,14,13.5
27/11/2011,7,6,16.7
28/11/2011,5,15,4.3
29/11/2011,9,2,4.6
30/11/2011,10,12,5.7
01/12/2011,15,11,14.3
02/12/2011,13,2,12.4
03/12/2011,14,6,20
04/12/2011,13,1,21.7
05/12/2011,12,9,10.2
06/12/2011,12,11,5.9
07/12/2011,10,13,5.9
08/12/2011,13,14,12.4
09/12/2011,15,13,12.2
10/12/2011,14,11,5
11/12/2011,13,6,10
12/12/2011,16,4,12.6
13/12/2011,16,15,12.8
14/12/2011,16,2,18.7
15/12/2011,14,10,19.1
16/12/2011,13,7,8
17/12/2011,13,12,5.7
18/12/2011,12,14,10.4
19/12/2011,18,12,27.6
20/12/2011,11,0,18.7
21/12/2011,15,13,32.8
22/12/2011,13,7,11.7
23/12/2011,10,3,11.1
24/12/2011,12,14,11.7
25/12/2011,9,4,3.7
26/12/2011,8,15,8.9
27/12/2011,11,14,2.8
28/12/2011,12,2,7.8
29/12/2011,8,5,3.7
30/12/2011,12,4,4.3
31/12/2011,16,5,12
01/01/2012,16,2,12
02/01/2012,13,8,7.8
03/01/2012,12,6,6.3
04/01/2012,12,2,5.4
05/01/2012,11,6,6.5
06/01/2012,10,7,3.7
07/01/2012,11,2,7
08/01/2012,15,1,16.5
09/01/2012,14,6,17.8
10/01/2012,7,0,6.9
11/01/2012,9,15,3.7
12/01/2012,11,11,4.4
13/01/2012,14,9,5.4
14/01/2012,10,5,3.1
15/01/2012,12,2,9.1
16/01/2012,15,14,9.8
17/01/2012,15,5,5.7
18/01/2012,14,15,4.4
19/01/2012,14,5,3.5
20/01/2012,16,13,6.7
21/01/2012,14,8,6.7
22/01/2012,17,12,12.4
23/01/2012,16,4,7.6
24/01/2012,16,9,21.9
25/01/2012,14,4,17.8
26/01/2012,8,11,5.9
27/01/2012,10,7,6.5
28/01/2012,12,0,10.9
29/01/2012,10,0,10.7
30/01/2012,11,4,15.4
31/01/2012,13,2,10.7
01/02/2012,14,5,8.9
02/02/2012,14,14,11.1
03/02/2012,14,14,11.7
04/02/2012,12,15,9.8
05/02/2012,17,10,16.3
06/02/2012,13,7,6.1
07/02/2012,14,9,5.4
08/02/2012,13,9,6.7
09/02/2012,9,4,9.3
10/02/2012,10,1,7.2
11/02/2012,11,12,8
12/02/2012,9,1,17.6
13/02/2012,13,12,21.1
14/02/2012,15,6,26.5
15/02/2012,13,4,18.7
16/02/2012,12,8,17
17/02/2012,13,13,26.9
18/02/2012,12,3,11.7
19/02/2012,10,4,11.1
20/02/2012,14,13,18.3
21/02/2012,14,7,15.6
22/02/2012,17,11,10.7
23/02/2012,17,3,20.6
24/02/2012,14,14,25
25/02/2012,10,5,8.1
26/02/2012,13,10,13.3
27/02/2012,16,2,15.7
28/02/2012,18,15,15.6
29/02/2012,20,8,8.1
01/03/2012,21,8,11.9
02/03/2012,22,6,21.9
03/03/2012,16,11,13.3
04/03/2012,11,15,7.8
05/03/2012,17,14,5.9
06/03/2012,19,5,18
07/03/2012,20,0,22.8
08/03/2012,20,4,20.4
09/03/2012,15,1,7.6
10/03/2012,17,1,17.8
11/03/2012,16,4,15
12/03/2012,17,13,13.1
13/03/2012,18,1,12.8
14/03/2012,20,15,13.5
15/03/2012,21,11,7.4
16/03/2012,22,6,15
17/03/2012,19,8,15.2
18/03/2012,18,7,17.6
19/03/2012,17,6,31.5
20/03/2012,15,9,19.6
21/03/2012,13,15,5.9
22/03/2012,17,5,14.4
23/03/2012,18,10,9.4
24/03/2012,19,2,8.3
25/03/2012,19,14,15.7
26/03/2012,20,12,13.5
27/03/2012,19,8,12.4
28/03/2012,19,5,17.2
29/03/2012,17,2,11.5
30/03/2012,18,11,14.4
31/03/2012,15,8,11.7
01/04/2012,16,5,8.1
02/04/2012,19,12,19.6
03/04/2012,19,1,19.1
04/04/2012,17,8,7.2
05/04/2012,19,10,10.6
06/04/2012,20,5,13.1
07/04/2012,19,12,9.4
08/04/2012,19,9,11.9
09/04/2012,20,11,11.3
10/04/2012,20,12,8.7
11/04/2012,21,3,12.4
12/04/2012,22,1,10.9
13/04/2012,21,9,15.7
14/04/2012,19,14,25.4
15/04/2012,19,12,23.7
16/04/2012,17,6,13.9
17/04/2012,19,0,10.2
18/04/2012,20,14,12.8
19/04/2012,20,12,15.4
20/04/2012,20,14,15.6
21/04/2012,18,4,9.4
22/04/2012,19,9,8
23/04/2012,21,10,8.5
24/04/2012,21,10,7.2
25/04/2012,23,11,5.7
26/04/2012,23,9,7.8
27/04/2012,23,11,7.2
28/04/2012,24,6,13.5
29/04/2012,23,9,18
30/04/2012,23,3,15.4
01/05/2012,23,6,6.1
02/05/2012,23,4,10.4
03/05/2012,24,8,10.9
04/05/2012,23,13,14.4
05/05/2012,18,6,9.4
06/05/2012,20,10,11.9
07/05/2012,22,0,13.1
08/05/2012,22,8,15.7
09/05/2012,21,2,21.1
10/05/2012,20,0,25.9
11/05/2012,18,12,13.1
12/05/2012,19,4,10.2
13/05/2012,22,10,12
14/05/2012,23,3,14.3
15/05/2012,22,0,15.7
16/05/2012,21,2,12.4
17/05/2012,22,12,8.1
18/05/2012,22,6,7.8
19/05/2012,21,14,8.1
20/05/2012,24,14,12
21/05/2012,24,12,13.5
22/05/2012,23,0,11.5
23/05/2012,24,8,10.7
24/05/2012,24,13,14.3
25/05/2012,21,11,18.1
26/05/2012,20,0,5
27/05/2012,24,15,8
28/05/2012,26,2,8.5
29/05/2012,27,2,10
30/05/2012,27,15,8.5
31/05/2012,26,7,11.1
01/06/2012,24,8,18.1
02/06/2012,20,4,9.3
03/06/2012,21,1,14.3
04/06/2012,23,14,9.6
05/06/2012,24,5,10.4
06/06/2012,23,4,12
07/06/2012,24,8,9.8
08/06/2012,24,3,12.8
09/06/2012,23,1,10.4
10/06/2012,23,10,10.4
11/06/2012,26,6,12.2
12/06/2012,27,9,14.6
13/06/2012,26,12,12
14/06/2012,25,2,10.6
15/06/2012,24,14,10.2
16/06/2012,23,7,13
17/06/2012,22,2,13
18/06/2012,25,4,11.5
19/06/2012,23,6,13.3
20/06/2012,26,12,15.7
21/06/2012,24,0,13.1
22/06/2012,20,9,17.4
23/06/2012,19,14,7.8
24/06/2012,20,6,9.3
25/06/2012,22,13,11.7
26/06/2012,24,6,13.1
27/06/2012,23,0,11.9
28/06/2012,23,10,7.6
29/06/2012,25,10,8.5
30/06/2012,25,2,11.5
01/07/2012,19,4,14.1
02/07/2012,20,4,7.8
03/07/2012,19,7,7.8
04/07/2012,20,14,8
05/07/2012,20,9,9.8
06/07/2012,21,7,12
07/07/2012,21,4,12.4
08/07/2012,19,14,10.2
09/07/2012,22,12,10.6
10/07/2012,23,15,10.9
11/07/2012,19,2,11.1
12/07/2012,19,10,6.3
13/07/2012,18,10,9.3
14/07/2012,19,8,5.9
15/07/2012,19,2,10
16/07/2012,20,3,6.5
17/07/2012,21,2,7
18/07/2012,20,8,11.1
19/07/2012,19,15,8.1
20/07/2012,18,5,5.4
21/07/2012,19,11,9.6
22/07/2012,20,11,8.5
23/07/2012,21,13,8.7
24/07/2012,21,4,8.7
25/07/2012,22,4,8.5
26/07/2012,21,6,9.8
27/07/2012,18,11,5.9
28/07/2012,19,7,8
29/07/2012,20,14,8.1
30/07/2012,21,1,6.7
31/07/2012,21,10,8.9
01/08/2012,22,12,10.6
